embedding_dim,oscr,auroc,eer,rank1
128,0.9945152116402116,0.9974003527336861,1.5714285714285743,0.996031746031746
512,0.9923906525573193,0.9965939153439154,1.599206349206352,0.9944444444444445
256,0.9919955908289242,0.9954880952380953,1.7619047619047645,0.9944444444444445
384,0.9846360229276897,0.9930299823633157,3.2380952380952377,0.9888888888888889
