loss,oscr,auroc,eer,rank1
triplet,0.9925134479717813,0.9955811287477955,1.8968253968253987,0.9952380952380953
triplet_center,0.9919955908289242,0.9954880952380953,1.7619047619047645,0.9944444444444445
contrastive,0.9770156525573191,0.9897303791887124,4.186507936507934,0.9873015873015873
